txId,Degree,InDegree,outDgree,Between,PageRank,class
3880117,2,2,0,0.0,4.121008068296597e-06,2
232432878,3,2,1,0.0,6.170607249018467e-06,unknown
192827077,5,1,4,0.0,2.7886490109330525e-06,unknown
3197858,5,3,2,0.0,7.157596535605267e-06,unknown
232380234,3,1,2,0.0,7.4424584573067215e-06,unknown
99506339,2,1,1,0.0,4.615111304151239e-06,unknown
114809088,2,1,1,0.0,7.4424584573067215e-06,unknown
232408659,2,1,1,0.0,7.4424584573067215e-06,unknown
230447409,2,1,1,0.0,1.7944213926749339e-06,2
232019373,3,1,2,0.0,3.213583040635899e-06,unknown
230555002,1,1,0,0.0,3.213583040635899e-06,unknown
230530236,3,1,2,0.0,4.428629072071482e-06,unknown
230345455,2,0,2,0.0,1.7877641509957557e-06,2
230570337,2,2,0,0.0,2.8568911221403126e-06,unknown
75604046,1,0,1,0.0,1.7877641509957557e-06,unknown
230468696,3,1,2,0.0,3.343260095862983e-06,unknown
230471915,1,0,1,0.0,1.7877641509957557e-06,2
230417053,4,2,2,0.0,4.121008068296597e-06,unknown
230530304,3,1,2,0.0,3.590311713790304e-06,unknown
230578084,4,2,2,0.0,3.3553530157705696e-06,unknown
230659118,3,1,2,0.0,3.213583040635899e-06,unknown
37231944,2,1,1,0.0,3.343260095862983e-06,unknown
56812775,2,1,1,0.0,4.428629072071482e-06,unknown
230399173,1,0,1,0.0,1.7877641509957557e-06,unknown
54735269,4,4,0,0.0,8.422755363341829e-06,2
230453432,2,0,2,0.0,1.7877641509957557e-06,unknown
230541517,2,1,1,0.0,5.935543764689101e-06,unknown
87823718,2,1,1,0.0,7.4424584573067215e-06,unknown
2476099,2,1,1,4.41680939504434e-08,7.4424584573067215e-06,unknown
230436736,3,1,2,0.0,2.5655121234293693e-06,2
234466542,2,2,0,0.0,4.910744174328167e-06,unknown
230424162,2,1,1,0.0,1.7944213926749339e-06,2
230642389,2,1,1,0.0,5.935543764689101e-06,unknown
76867055,2,1,1,4.907565994493711e-09,7.4424584573067215e-06,unknown
5192284,1,0,1,0.0,1.7877641509957557e-06,unknown
232346082,3,1,2,0.0,3.343260095862983e-06,unknown
231992573,2,0,2,0.0,1.7877641509957557e-06,unknown
103803779,2,1,1,0.0,2.5655121234293693e-06,unknown
230569372,2,1,1,0.0,2.836854367481494e-06,2
230457202,7,6,1,0.0,9.053192896102735e-06,unknown
232897712,3,1,2,0.0,9.620453280457352e-06,unknown
232446232,3,1,2,0.0,2.5655121234293693e-06,unknown
76865409,2,1,1,0.0,9.492057638028595e-06,unknown
230965604,2,1,1,0.0,8.949373149924344e-06,unknown
75598448,2,1,1,0.0,7.4424584573067215e-06,unknown
59826952,2,1,1,0.0,7.4424584573067215e-06,unknown
75600741,2,1,1,0.0,4.639401930276042e-06,unknown
35516310,3,1,2,0.0,5.935543764689101e-06,unknown
230519614,3,1,2,0.0,4.615111304151239e-06,2
230519610,1,1,0,0.0,3.590311713790304e-06,2
3845819,3,1,2,0.0,2.668052458020997e-06,unknown
13272601,2,1,1,0.0,3.248711850336659e-06,2
230415013,2,1,1,0.0,3.108196611533618e-06,unknown
230415011,2,1,1,0.0,5.392859276584852e-06,unknown
231993125,3,1,2,0.0,3.213583040635899e-06,2
232354200,1,0,1,0.0,1.7877641509957557e-06,2
230465663,1,0,1,0.0,1.7877641509957557e-06,unknown
230468417,2,1,1,0.0,1.7944213926749339e-06,2
230530253,3,1,2,0.0,4.639401930276042e-06,unknown
232379211,2,1,1,0.0,3.861653957842429e-06,unknown
230545776,2,1,1,0.0,3.590311713790304e-06,unknown
80045321,2,1,1,0.0,4.639401930276042e-06,unknown
21694323,3,2,1,0.0,1.2011783787409191e-05,unknown
230440000,3,2,1,0.0,1.0626007866486699e-05,unknown
234074001,3,1,2,0.0,3.343260095862983e-06,2
232383230,18,17,1,0.0,1.8193029091547168e-05,2
230442136,3,2,1,0.0,1.1776720303079827e-05,unknown
230442132,3,2,1,5.889079193392453e-08,2.202493508286059e-05,unknown
230458963,3,2,1,0.0,1.008332337838245e-05,unknown
204222931,1,0,1,0.0,1.7877641509957557e-06,unknown
18677622,4,3,1,0.0,6.996936473701687e-06,unknown
230339760,2,0,2,0.0,1.7877641509957557e-06,2
232014505,3,1,2,0.0,2.5655121234293693e-06,2
230712278,2,1,1,0.0,4.639401930276042e-06,2
232454063,2,2,0,0.0,7.49103970955633e-06,unknown
230602315,1,0,1,0.0,1.7877641509957557e-06,unknown
230582497,3,2,1,0.0,4.89875604073021e-06,unknown
230543288,2,1,1,0.0,5.935543764689101e-06,unknown
87823676,2,1,1,0.0,7.4424584573067215e-06,unknown
230521240,3,1,2,0.0,7.4424584573067215e-06,unknown
230456370,2,1,1,0.0,4.615111304151239e-06,unknown
230455592,3,1,2,0.0,5.935543764689101e-06,unknown
54539980,1,0,1,0.0,1.7877641509957557e-06,unknown
3272544,9,7,2,0.0,8.464123522034237e-06,unknown
3273965,7,6,1,0.0,9.527050564984409e-06,unknown
27979553,2,1,1,0.0,3.343260095862983e-06,unknown
230473471,1,0,1,0.0,1.7877641509957557e-06,2
6198280,4,2,2,0.0,5.260545699466377e-06,unknown
57508662,5,5,0,0.0,7.0049285627669906e-06,unknown
75597403,2,1,1,0.0,4.639401930276042e-06,unknown
230456319,2,1,1,0.0,5.935543764689101e-06,unknown
232059818,2,0,2,0.0,1.7877641509957557e-06,unknown
232419651,3,1,2,0.0,3.213583040635899e-06,unknown
230556839,1,1,0,0.0,3.213583040635899e-06,2
232031839,2,1,1,0.0,3.108196611533618e-06,2
5530440,2,0,2,0.0,1.7877641509957557e-06,unknown
10489593,1,1,0,0.0,2.5655121234293693e-06,unknown
3847417,2,1,1,0.0,3.343260095862983e-06,2
232900752,5,4,1,0.0,1.0156195256756858e-05,unknown
230330054,2,0,2,0.0,1.7877641509957557e-06,unknown
10288849,3,2,1,0.0,3.343260095862983e-06,unknown
230531175,2,1,1,0.0,5.392859276584852e-06,unknown
232458515,3,1,2,0.0,5.392859276584852e-06,2
234472313,1,1,0,0.0,3.861653957842429e-06,2
230444850,3,1,2,0.0,3.861653957842429e-06,unknown
232919400,5,4,1,0.0,1.0484342677661658e-05,unknown
230437633,4,2,2,0.0,7.065729784152317e-06,2
230439446,2,0,2,0.0,1.7877641509957557e-06,unknown
230439444,3,2,1,0.0,2.5721693651085475e-06,2
2855928,2,1,1,0.0,3.590311713790304e-06,2
151078127,1,1,0,0.0,4.639401930276042e-06,2
231995696,7,6,1,0.0,8.800488243459673e-06,unknown
102054111,3,2,1,1.9630263977974843e-08,1.6653666636957182e-05,unknown
230526124,3,2,1,9.815131988987422e-09,3.058529730164324e-05,unknown
230095966,2,1,1,0.0,5.392859276584852e-06,unknown
3329673,3,2,1,0.0,1.159023807100007e-05,unknown
212359535,1,0,1,0.0,1.7877641509957557e-06,2
183140871,2,2,0,0.0,4.663692556400846e-06,2
126949017,2,1,1,0.0,4.428629072071482e-06,unknown
232900716,2,1,1,0.0,3.861653957842429e-06,unknown
232431879,2,1,1,0.0,5.392859276584852e-06,unknown
230437638,4,2,2,0.0,6.312272437843507e-06,2
230437634,4,2,2,0.0,7.713800701358848e-06,2
230395897,1,0,1,0.0,1.7877641509957557e-06,unknown
71928623,2,1,1,0.0,3.343260095862983e-06,unknown
51762853,1,0,1,0.0,1.7877641509957557e-06,unknown
230468265,2,1,1,0.0,1.7944213926749339e-06,2
230456381,2,1,1,0.0,7.4424584573067215e-06,unknown
230578978,2,1,1,0.0,7.4424584573067215e-06,unknown
37231292,2,1,1,0.0,2.836854367481494e-06,unknown
3420566,2,0,2,0.0,1.7877641509957557e-06,2
3877087,2,1,1,0.0,2.5655121234293693e-06,2
230411283,3,1,2,0.0,3.343260095862983e-06,unknown
230411282,2,1,1,0.0,3.108196611533618e-06,unknown
232441231,3,2,1,0.0,1.1776720303079827e-05,unknown
230452718,2,1,1,0.0,2.0470134751402936e-06,unknown
232431388,2,1,1,0.0,3.861653957842429e-06,2
2864084,2,2,0,0.0,9.5406388902782e-06,unknown
230438487,4,2,2,0.0,6.312272437843507e-06,2
230438486,4,2,2,0.0,7.065729784152317e-06,2
230393099,2,1,1,0.0,2.5655121234293693e-06,unknown
3272533,9,5,4,0.0,5.053000272877699e-06,unknown
230456729,6,4,2,0.0,6.2191885012680734e-06,2
230578985,3,2,1,4.907565994493711e-09,1.4429573357753511e-05,2
75604031,2,1,1,0.0,3.885944583967232e-06,unknown
230468057,3,2,1,0.0,4.121008068296597e-06,2
230473317,2,0,2,0.0,1.7877641509957557e-06,2
232907285,2,1,1,0.0,2.5655121234293693e-06,2
230451734,1,0,1,0.0,1.7877641509957557e-06,2
230658155,4,2,2,0.0,4.639401930276042e-06,unknown
232923556,3,2,1,4.907565994493711e-08,1.5264529460640686e-05,unknown
32477883,3,2,1,4.41680939504434e-08,1.8582127045983925e-05,unknown
232377111,1,0,1,0.0,1.7877641509957557e-06,unknown
230550396,10,10,0,0.0,2.5035318349729367e-05,2
234431154,2,1,1,0.0,7.4424584573067215e-06,unknown
232088193,2,1,1,0.0,7.4424584573067215e-06,unknown
88713167,1,0,1,0.0,1.7877641509957557e-06,unknown
88669587,2,1,1,0.0,3.343260095862983e-06,unknown
230400936,2,1,1,0.0,5.392859276584852e-06,unknown
230400942,2,1,1,0.0,5.935543764689101e-06,unknown
227325124,2,1,1,0.0,4.428629072071482e-06,unknown
86228549,2,1,1,0.0,7.4424584573067215e-06,unknown
75600743,2,1,1,0.0,5.935543764689101e-06,unknown
230455750,3,1,2,0.0,7.4424584573067215e-06,unknown
28798027,2,1,1,0.0,2.836854367481494e-06,2
230528725,1,1,0,0.0,4.639401930276042e-06,2
230330002,2,0,2,0.0,1.7877641509957557e-06,unknown
231992554,2,1,1,0.0,2.5655121234293693e-06,2
232432891,9,8,1,0.0,2.424466412921356e-05,unknown
56657550,2,1,1,0.0,3.213583040635899e-06,unknown
232395434,2,1,1,0.0,4.639401930276042e-06,unknown
232447725,3,2,1,0.0,1.3223878938024491e-05,unknown
94235109,3,2,1,0.0,1.5065992763209475e-05,unknown
15087677,3,3,0,0.0,3.709343274872881e-05,2
232895760,2,1,1,0.0,4.615111304151239e-06,unknown
232895765,3,1,2,0.0,5.392859276584852e-06,unknown
34074223,2,1,1,0.0,4.615111304151239e-06,unknown
5256431,2,1,1,0.0,5.392859276584852e-06,unknown
230659147,1,0,1,0.0,1.7877641509957557e-06,unknown
230530279,2,0,2,0.0,1.7877641509957557e-06,unknown
230469660,2,1,1,0.0,1.7944213926749339e-06,2
3407031,3,2,1,0.0,3.7321340820797896e-06,2
230527751,1,1,0,0.0,4.6999713161236054e-06,2
230531980,3,1,2,0.0,5.935543764689101e-06,unknown
14550058,1,1,0,0.0,4.615111304151239e-06,unknown
230518409,3,1,2,0.0,8.959837835289743e-06,unknown
232897724,3,1,2,0.0,4.615111304151239e-06,unknown
230468835,3,2,1,0.0,3.892601825646411e-06,2
232925786,2,1,1,0.0,7.4424584573067215e-06,unknown
232548801,2,1,1,0.0,7.4424584573067215e-06,unknown
231995671,1,0,1,0.0,1.7877641509957557e-06,2
3403763,1,0,1,0.0,1.7877641509957557e-06,2
232351322,3,1,2,0.0,3.343260095862983e-06,2
230539741,3,1,2,0.0,3.213583040635899e-06,2
230403088,3,1,2,0.0,3.861653957842429e-06,2
232013890,2,0,2,0.0,1.7877641509957557e-06,unknown
232013889,2,1,1,0.0,2.5655121234293693e-06,unknown
230425290,2,1,1,0.0,3.343260095862983e-06,unknown
88669588,2,1,1,0.0,4.428629072071482e-06,unknown
230333961,1,0,1,0.0,1.7877641509957557e-06,unknown
232006917,3,1,2,0.0,3.343260095862983e-06,unknown
231188282,3,1,2,0.0,3.113428954216318e-06,2
151359615,1,1,0,0.0,3.590311713790304e-06,2
230448375,2,0,2,0.0,1.7877641509957557e-06,2
230456710,6,4,2,0.0,6.201555116822449e-06,2
230530243,3,1,2,0.0,3.343260095862983e-06,unknown
232067014,3,1,2,0.0,3.108196611533618e-06,unknown
218177683,1,0,1,0.0,1.7877641509957557e-06,unknown
232034293,14,9,5,0.0,1.5904597926236778e-05,unknown
230444849,3,1,2,0.0,3.6236643976905297e-06,2
230457366,3,1,2,0.0,3.213583040635899e-06,unknown
232435633,1,0,1,0.0,1.7877641509957557e-06,unknown
232472253,3,2,1,5.889079193392453e-08,1.3880488138762978e-05,unknown
232444499,2,2,0,0.0,7.449115698985901e-06,2
14090056,6,0,6,0.0,1.7877641509957557e-06,unknown
230670903,2,2,0,0.0,3.602509420007521e-06,2
75597796,2,1,1,0.0,4.639401930276042e-06,unknown
76865211,2,1,1,0.0,5.935543764689101e-06,unknown
230440939,2,1,1,0.0,7.4424584573067215e-06,unknown
230440948,2,1,1,0.0,7.4424584573067215e-06,unknown
230527759,3,2,1,0.0,6.032496696569055e-06,2
230527756,1,1,0,0.0,1.081807750127813e-05,2
232075484,2,1,1,0.0,2.5655121234293693e-06,unknown
230566403,1,1,0,0.0,3.885944583967232e-06,unknown
231987657,2,0,2,0.0,1.7877641509957557e-06,unknown
192823764,2,1,1,0.0,2.5655121234293693e-06,2
230339493,2,0,2,0.0,1.7877641509957557e-06,2
232034950,3,1,2,0.0,2.5655121234293693e-06,2
230531177,2,1,1,0.0,7.4424584573067215e-06,unknown
230538139,2,0,2,0.0,1.7877641509957557e-06,2
230552370,4,4,0,0.0,3.919731127665672e-06,2
232948747,2,1,1,0.0,7.4424584573067215e-06,unknown
28023242,1,1,0,0.0,7.4424584573067215e-06,unknown
230454338,3,1,2,0.0,4.426746967574037e-06,unknown
230454693,3,1,2,0.0,3.590311713790304e-06,unknown
117438054,2,1,1,0.0,3.861653957842429e-06,unknown
230336050,2,0,2,0.0,1.7877641509957557e-06,2
230601403,5,4,1,0.0,5.6765040131638245e-06,2
87844669,2,1,1,0.0,7.4424584573067215e-06,unknown
87823722,1,1,0,0.0,7.4424584573067215e-06,unknown
231193137,1,1,0,0.0,3.1620149934128193e-06,2
230456717,3,1,2,0.0,3.343260095862983e-06,2
230575916,2,1,1,0.0,3.343260095862983e-06,unknown
230440342,2,1,1,0.0,4.428629072071482e-06,unknown
232008924,1,0,1,0.0,1.7877641509957557e-06,unknown
37231945,2,1,1,0.0,3.343260095862983e-06,unknown
230452292,2,0,2,0.0,1.7877641509957557e-06,unknown
232000577,3,1,2,0.0,2.5655121234293693e-06,unknown
109931286,2,1,1,0.0,7.4424584573067215e-06,unknown
232464796,2,1,1,0.0,2.5655121234293693e-06,2
54735205,1,1,0,0.0,3.885944583967232e-06,2
232346069,1,0,1,0.0,1.7877641509957557e-06,unknown
2925436,5,4,1,0.0,1.3736999756221154e-05,unknown
230407620,3,1,2,0.0,3.108196611533618e-06,unknown
230336067,2,0,2,0.0,1.7877641509957557e-06,unknown
230595454,2,1,1,0.0,2.5655121234293693e-06,unknown
230326387,1,0,1,0.0,1.7877641509957557e-06,unknown
230419193,4,3,1,0.0,4.399007554027899e-06,unknown
55286920,1,0,1,0.0,1.7877641509957557e-06,unknown
230739251,4,3,1,0.0,6.2191885012680734e-06,unknown
232894457,2,1,1,0.0,5.097226406407925e-06,unknown
2716219,2,1,1,0.0,4.639401930276042e-06,unknown
230459905,3,1,2,0.0,2.0677841909042614e-06,unknown
230526896,2,1,1,0.0,7.4424584573067215e-06,unknown
230526903,2,1,1,0.0,7.4424584573067215e-06,unknown
33137867,3,0,3,0.0,1.7877641509957557e-06,unknown
230530331,3,1,2,0.0,4.428629072071482e-06,unknown
232027325,2,1,1,0.0,3.343260095862983e-06,unknown
230440152,4,2,2,0.0,5.984125016938708e-06,unknown
230465376,2,0,2,0.0,1.7877641509957557e-06,2
230465367,6,4,2,0.0,6.9726458475768836e-06,2
230459100,3,0,3,0.0,1.7877641509957557e-06,unknown
13805516,3,2,1,0.0,8.714414451904609e-06,unknown
232012307,2,0,2,0.0,1.7877641509957557e-06,unknown
230470031,3,1,2,0.0,2.5655121234293693e-06,unknown
232669764,2,1,1,0.0,2.836854367481494e-06,2
232034952,3,1,2,0.0,4.639401930276042e-06,2
230541989,2,1,1,0.0,3.861653957842429e-06,unknown
87823731,2,1,1,0.0,5.392859276584852e-06,unknown
232069834,3,1,2,0.0,7.4424584573067215e-06,unknown
231997277,1,0,1,0.0,1.7877641509957557e-06,2
230473482,13,12,1,0.0,2.045371548940249e-05,unknown
212363977,2,1,1,0.0,1.4525608175149226e-05,unknown
12946183,1,0,1,0.0,1.7877641509957557e-06,2
232423733,3,1,2,0.0,5.392859276584852e-06,unknown
230455521,2,1,1,0.0,5.935543764689101e-06,unknown
75607038,1,0,1,0.0,1.7877641509957557e-06,unknown
234015916,3,1,2,0.0,3.343260095862983e-06,unknown
232401501,4,3,1,0.0,8.24449705586514e-06,2
37232677,3,2,1,0.0,1.0626007866486696e-05,unknown
29846258,3,2,1,0.0,1.4604067456235311e-05,2
37231294,2,1,1,0.0,3.343260095862983e-06,unknown
75597876,2,1,1,0.0,4.428629072071482e-06,unknown
232038046,2,1,1,0.0,2.836854367481494e-06,unknown
82166991,3,2,1,0.0,1.439329459803075e-05,unknown
230556037,2,1,1,0.0,3.108196611533618e-06,unknown
232027351,3,1,2,0.0,4.971313560175729e-06,2
75600727,2,1,1,0.0,5.36856865046005e-06,2
10463251,4,1,3,0.0,2.3062627992848314e-06,unknown
5291450,2,1,1,0.0,2.4268593521968864e-06,unknown
33095498,1,0,1,0.0,1.7877641509957557e-06,unknown
230405633,2,1,1,0.0,3.343260095862983e-06,unknown
230531159,2,0,2,0.0,1.7877641509957557e-06,unknown
230611059,2,1,1,0.0,4.639401930276042e-06,unknown
27447795,2,2,0,0.0,1.0083323378382447e-05,unknown
230456327,2,1,1,0.0,4.639401930276042e-06,unknown
230456324,2,1,1,0.0,5.935543764689101e-06,unknown
230530202,3,1,2,0.0,3.108196611533618e-06,unknown
75600728,2,1,1,0.0,3.590311713790304e-06,unknown
89522723,2,1,1,0.0,2.5655121234293693e-06,unknown
230522506,2,1,1,0.0,7.4424584573067215e-06,unknown
20847373,1,1,0,0.0,7.4424584573067215e-06,unknown
230401717,2,1,1,0.0,7.4424584573067215e-06,unknown
230401720,3,1,2,0.0,7.4424584573067215e-06,unknown
267262,3,2,1,4.907565994493711e-08,1.4182521739826189e-05,unknown
232878163,3,2,1,4.41680939504434e-08,2.0210180510296673e-05,unknown
230517601,3,1,2,0.0,4.639401930276042e-06,unknown
232025998,3,1,2,0.0,3.861653957842429e-06,unknown
230548968,2,1,1,0.0,3.590311713790304e-06,unknown
87823698,2,1,1,0.0,4.639401930276042e-06,unknown
230411242,2,1,1,0.0,2.5655121234293693e-06,unknown
232673965,3,1,2,0.0,3.213583040635899e-06,unknown
230652612,3,1,2,0.0,3.213583040635899e-06,unknown
230459078,2,1,1,0.0,2.5655121234293693e-06,unknown
230559750,1,1,0,0.0,3.885944583967232e-06,unknown
14546770,2,1,1,0.0,7.4424584573067215e-06,unknown
230519593,2,1,1,0.0,7.4424584573067215e-06,unknown
230519589,1,1,0,0.0,7.4424584573067215e-06,unknown
230575895,5,4,1,0.0,9.528650756680242e-06,2
7089453,2,1,1,0.0,4.501515792391559e-06,2
230523196,1,1,0,0.0,7.402078866741681e-06,2
234441421,3,1,2,0.0,3.861653957842429e-06,unknown
233307261,2,1,1,0.0,3.590311713790304e-06,2
232000575,2,1,1,0.0,4.428629072071482e-06,unknown
63113839,3,2,1,6.379835792841824e-08,8.787181543969388e-06,unknown
230429601,2,1,1,1.5704211182379874e-07,4.639401930276042e-06,unknown
9873432,2,1,1,1.5213454582930502e-07,5.935543764689101e-06,unknown
19559657,2,1,1,0.0,5.935543764689101e-06,unknown
63073396,2,1,1,0.0,7.4424584573067215e-06,unknown
4049602,1,0,1,0.0,1.7877641509957557e-06,unknown
226889376,6,5,1,0.0,6.972750633886514e-06,2
7089467,5,3,2,0.0,5.899640900667508e-06,2
76865969,3,2,1,0.0,4.663692556400846e-06,unknown
232431888,3,1,2,0.0,3.590311713790304e-06,unknown
232073375,3,1,2,0.0,3.343260095862983e-06,unknown
3775711,2,0,2,0.0,1.7877641509957557e-06,2
3757070,3,1,2,0.0,2.5655121234293693e-06,2
230642332,2,1,1,0.0,5.392859276584852e-06,unknown
230522938,3,1,2,0.0,5.935543764689101e-06,unknown
232343693,3,1,2,0.0,2.5655121234293693e-06,unknown
232661983,2,1,1,0.0,2.836854367481494e-06,unknown
209761201,2,1,1,0.0,5.392859276584852e-06,unknown
87823720,1,1,0,0.0,5.935543764689101e-06,unknown
232026318,3,1,2,0.0,7.4424584573067215e-06,unknown
27279853,1,1,0,0.0,4.615111304151239e-06,2
230466907,2,1,1,0.0,1.7944213926749339e-06,2
27527984,2,2,0,0.0,2.5721693651085475e-06,2
232422626,2,1,1,0.0,7.4424584573067215e-06,unknown
232423385,2,1,1,0.0,7.4424584573067215e-06,unknown
230406816,2,1,1,0.0,5.392859276584852e-06,unknown
75598316,2,1,1,0.0,5.935543764689101e-06,unknown
231590190,1,1,0,0.0,1.8433175775981564e-06,2
230455519,3,1,2,0.0,5.392859276584852e-06,unknown
230530826,3,1,2,0.0,3.861653957842429e-06,unknown
230354384,1,0,1,0.0,1.7877641509957557e-06,2
230473578,2,1,1,0.0,3.343260095862983e-06,2
231996116,1,0,1,0.0,1.7877641509957557e-06,2
3159546,1,0,1,0.0,1.7877641509957557e-06,2
91058483,3,2,1,0.0,1.6110982148852935e-05,unknown
230518318,3,1,2,0.0,7.4424584573067215e-06,unknown
230522135,3,2,1,0.0,1.4369003971905947e-05,unknown
232419638,2,1,1,0.0,7.4424584573067215e-06,unknown
99506345,2,1,1,0.0,7.4424584573067215e-06,unknown
34795430,3,2,1,0.0,4.89875604073021e-06,unknown
232465856,10,8,2,0.0,2.9627409893202214e-05,2
232005229,1,0,1,0.0,1.7877641509957557e-06,unknown
230578968,2,1,1,0.0,3.343260095862983e-06,unknown
27456320,1,0,1,0.0,1.7877641509957557e-06,unknown
230592565,2,0,2,0.0,1.7877641509957557e-06,unknown
3084050,2,1,1,0.0,2.5655121234293693e-06,unknown
234442465,2,1,1,0.0,7.4424584573067215e-06,unknown
234442466,2,1,1,0.0,7.4424584573067215e-06,unknown
230411264,2,1,1,0.0,4.615111304151239e-06,unknown
199519672,2,1,1,0.0,5.392859276584852e-06,unknown
230439288,3,1,2,1.374118478458239e-07,3.590311713790304e-06,unknown
32477879,3,2,1,2.9445395966962265e-08,1.3931705912903978e-05,unknown
232073368,2,0,2,0.0,1.7877641509957557e-06,unknown
230530293,3,1,2,0.0,2.5655121234293693e-06,unknown
230530282,3,1,2,0.0,3.885944583967232e-06,unknown
234452271,3,1,2,0.0,5.392859276584852e-06,unknown
74478273,2,1,1,0.0,3.861653957842429e-06,unknown
75604013,2,1,1,0.0,3.108196611533618e-06,unknown
75600715,2,1,1,0.0,5.392859276584852e-06,unknown
131659143,1,0,1,0.0,1.7877641509957557e-06,2
15012684,2,1,1,0.0,7.4424584573067215e-06,unknown
232470495,4,3,1,0.0,1.6702247889206788e-05,unknown
230658282,2,1,1,0.0,2.5655121234293693e-06,unknown
230594153,2,0,2,0.0,1.7877641509957557e-06,2
232975279,1,1,0,0.0,2.5655121234293693e-06,unknown
230442140,3,1,2,0.0,3.213583040635899e-06,unknown
97752002,2,1,1,0.0,2.9894625261921208e-06,unknown
230456385,1,0,1,0.0,1.7877641509957557e-06,2
230456384,3,2,1,0.0,6.94835522145208e-06,2
232350655,2,0,2,0.0,1.7877641509957557e-06,2
232046855,3,1,2,0.0,2.5655121234293693e-06,2
230530229,4,1,3,0.0,4.428629072071482e-06,unknown
75600717,2,1,1,0.0,3.672662253099411e-06,unknown
14196754,2,1,1,9.815131988987422e-09,7.4424584573067215e-06,unknown
75605330,2,1,1,0.0,3.343260095862983e-06,unknown
230530200,3,1,2,0.0,4.428629072071482e-06,unknown
63437052,3,2,1,3.4352961961455975e-08,9.305575405948834e-06,unknown
232447736,3,2,1,2.9445395966962265e-08,1.255446827551344e-05,unknown
182449541,1,1,0,0.0,4.620343646833939e-06,unknown
230459331,3,1,2,0.0,3.885944583967232e-06,unknown
230459327,5,3,2,0.0,1.2530177649388637e-05,unknown
230419201,3,1,2,0.0,7.4424584573067215e-06,unknown
82945549,2,1,1,0.0,4.615111304151239e-06,unknown
2928492,2,1,1,0.0,4.639401930276042e-06,unknown
230621641,1,1,0,0.0,5.935543764689101e-06,unknown
230442139,3,1,2,0.0,3.213583040635899e-06,unknown
232921766,2,1,1,0.0,3.213583040635899e-06,unknown
232654499,3,1,2,0.0,3.343260095862983e-06,unknown
75605397,2,1,1,0.0,3.108196611533618e-06,unknown
231993121,3,1,2,0.0,3.213583040635899e-06,unknown
232339043,4,2,2,0.0,3.9913310130695126e-06,2
230418055,4,2,2,0.0,4.89875604073021e-06,unknown
230417572,3,1,2,0.0,3.6508810996378673e-06,unknown
230418124,2,1,1,0.0,3.861653957842429e-06,unknown
90935592,2,1,1,0.0,5.392859276584852e-06,unknown
55987701,1,0,1,0.0,1.7877641509957557e-06,unknown
63231373,2,2,0,0.0,4.121008068296597e-06,unknown
28257801,2,1,1,0.0,2.5655121234293693e-06,unknown
230431949,3,0,3,0.0,1.7877641509957557e-06,unknown
230569376,2,1,1,0.0,2.3062627992848314e-06,unknown
232948277,3,1,2,0.0,3.590311713790304e-06,unknown
230659461,1,0,1,0.0,1.7877641509957557e-06,unknown
230347375,2,0,2,0.0,1.7877641509957557e-06,unknown
231994202,3,1,2,0.0,7.4424584573067215e-06,unknown
34300945,8,8,0,0.0,1.680870415727657e-05,2
232894494,2,1,1,0.0,5.935543764689101e-06,unknown
230330942,2,1,1,0.0,2.5655121234293693e-06,unknown
230330948,3,1,2,0.0,3.885944583967232e-06,unknown
3912534,3,0,3,0.0,1.7877641509957557e-06,2
232010159,3,1,2,0.0,3.343260095862983e-06,unknown
183837394,3,3,0,0.0,5.700585066669367e-06,2
22772202,2,1,1,0.0,4.639401930276042e-06,unknown
6085837,2,1,1,0.0,5.935543764689101e-06,unknown
5343618,1,0,1,0.0,1.7877641509957557e-06,unknown
3890589,2,1,1,0.0,3.343260095862983e-06,2
232921375,2,1,1,0.0,3.213583040635899e-06,unknown
230548642,8,6,2,0.0,2.2664877558221527e-05,unknown
232631381,1,0,1,0.0,1.7877641509957557e-06,unknown
230348399,2,0,2,0.0,1.7877641509957557e-06,unknown
230448391,3,1,2,0.0,3.343260095862983e-06,2
3916897,2,1,1,0.0,3.108196611533618e-06,2
209416370,2,1,1,0.0,3.343260095862983e-06,unknown
36148473,2,1,1,0.0,4.428629072071482e-06,unknown
14180211,1,0,1,0.0,1.7877641509957557e-06,unknown
232914298,4,3,1,0.0,5.6765040131638245e-06,2
230440953,2,1,1,0.0,7.4424584573067215e-06,unknown
230441651,2,1,1,0.0,7.4424584573067215e-06,unknown
230518396,3,1,2,0.0,5.278934563950615e-06,unknown
3859898,1,1,0,0.0,6.604141099025546e-06,2
232958835,6,4,2,0.0,2.7963055249579112e-05,unknown
230566430,3,3,0,0.0,3.0603605811725944e-05,unknown
28023222,3,2,1,1.9630263977974843e-07,8.722511327279543e-06,unknown
230334382,1,0,1,0.0,1.7877641509957557e-06,unknown
232014177,2,1,1,0.0,3.343260095862983e-06,unknown
75598645,2,1,1,0.0,4.388249481506439e-06,unknown
231035659,2,0,2,0.0,1.7877641509957557e-06,2
232903496,2,1,1,0.0,2.5655121234293693e-06,unknown
8427180,2,1,1,0.0,3.885944583967232e-06,unknown
232036675,2,1,1,0.0,5.935543764689101e-06,unknown
232026322,2,1,1,0.0,4.615111304151239e-06,unknown
230430136,3,1,2,0.0,3.213583040635899e-06,unknown
232023157,3,1,2,0.0,3.213583040635899e-06,unknown
230464776,4,2,2,0.0,4.2450398726760126e-06,2
